Unnamed: 0,Advanced Economies,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Burundi,Belgium,Bulgaria,Bahrain,"Bahamas, The",Belize,Bolivia,Brazil,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.",Colombia,Costa Rica,Cyprus,Czech Republic,Germany,Dominica,Denmark,Dominican Republic,Algeria,EMDE East Asia & Pacific,EMDE Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Emerging Market and Developing Economies (EMDEs),Spain,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Ghana,"Gambia, The",Equatorial Guinea,Greece,Grenada,Guyana,High Income Countries,"Hong Kong SAR, China",Croatia,Hungary,Indonesia,India,Ireland,"Iran, Islamic Rep.",Iceland,Israel,Italy,Japan,St. Kitts and Nevis,"Korea, Rep.",Kuwait,EMDE Latin America & Caribbean,St. Lucia,Low-Income Countries (LIC),Lesotho,Luxembourg,Latvia,Morocco,"Moldova, Rep.",Mexico,Middle-Income Countries (MIC),North Macedonia,Malta,EMDE Middle East & N. Africa,Malawi,Malaysia,Nigeria,Nicaragua,Netherlands,Norway,New Zealand,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Portugal,Paraguay,Romania,Russian Federation,EMDE South Asia,Saudi Arabia,Singapore,Solomon Islands,Sierra Leone,EMDE Sub-Saharan Africa,Slovakia,Sweden,Togo,Thailand,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, China",Uganda,Ukraine,Uruguay,United States,St. Vincent and the Grenadines,"Venezuela, RB",Viet Nam,World (WBG members),Samoa,South Africa,Zambia
2008.0,100.7555,92.17855,107.8116,95.37479,90.49713,102.7437,88.88746,104.1485,99.11772,97.84036,98.4043,99.83994,97.21443,89.81697,104.3871,96.30762,92.60902,99.08844,97.22105,107.0622,105.0396,92.53379,94.53509,89.12321,103.7472,104.434,105.8822,100.0456,102.0305,99.76524,102.243,97.03406,102.5626,95.13458,82.34372,96.01082,103.9168,105.6854,119.6965,104.4901,105.8423,110.8128,107.6036,104.3128,113.7582,96.91257,99.46163,98.97697,94.45102,100.7641,101.0146,102.507,105.7925,92.32543,85.44898,113.2025,87.47095,120.2379,98.09531,103.9333,88.40907,97.47383,104.9219,100.5505,95.36871,97.36267,101.261,85.84946,101.8064,102.2112,102.9219,104.0835,105.9444,95.5565,103.8809,105.3282,91.41483,97.96701,98.01356,101.2729,97.81513,103.6591,99.2904,97.48906,96.75196,97.068,95.3925,98.18506,94.82826,113.2762,103.9564,108.2202,106.6599,99.70488,86.878,91.6064,96.83787,100.5628,101.443,94.68995,97.62728,104.6072,104.5205,98.58272,86.78235,103.3304,97.10828,104.2504,111.207,117.4239,88.23784,100.7756,99.13544,75.96901,100.4401,99.17928,92.75383,80.32062,112.5742
2009.0,102.158,93.38012,99.33678,99.83695,87.68118,103.5943,96.74588,104.2139,103.5215,102.4316,101.0848,102.5992,105.9534,88.79367,106.6291,91.90228,96.22727,94.9415,101.3238,107.3619,106.4827,96.2322,90.26235,90.27569,104.6635,100.0741,106.464,101.2564,104.7254,99.57845,100.2755,99.94789,93.88804,101.3289,94.5605,96.17883,103.7854,106.7044,104.8789,104.5375,106.5801,99.84628,104.5398,94.72856,102.8071,100.5401,100.7708,100.6349,100.1183,101.9845,103.0678,103.6269,99.5739,88.74162,87.91562,107.7374,99.00249,96.67958,95.7359,105.0664,99.49442,101.7111,92.67133,100.027,91.91748,99.90136,102.9998,90.53529,102.6314,108.0019,104.5567,106.7301,93.1438,96.02587,103.6841,106.2979,99.02215,107.241,94.99448,92.30809,106.9466,105.1213,96.40113,91.34359,99.57917,96.58929,97.70777,96.61372,102.0447,95.60603,103.0358,99.16865,99.01098,92.45968,89.39022,99.57527,97.06053,107.8883,103.6801,92.79929,104.7844,94.54619,107.2149,94.87414,94.83251,102.5197,91.30744,99.49083,108.3541,97.94219,90.07907,104.6964,102.5157,99.06749,103.2798,100.1717,100.0108,87.12858,95.60029
2010.0,100.0038,99.94868,100.0,100.0,99.95354,100.0,100.0,100.0,100.0163,100.0,100.0,100.0,100.0,99.95871,100.0,99.97309,99.95648,99.96577,99.99481,100.0,100.0,100.0,99.98178,100.0,100.0,100.0072,100.0,100.0,100.0286,100.0,100.0,99.9912,99.99316,100.0123,99.99291,99.98339,100.0,100.0,100.0,100.0,100.0,100.0057,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0035,100.0224,100.0232,100.0202,99.97141,99.96228,100.0,100.0,100.0,99.98564,100.0,99.98928,100.0,100.0089,99.97687,99.96669,100.0,100.0,100.0,100.0,100.0,100.023,100.0,99.96928,99.98241,100.0,100.0,99.99603,100.0,99.9631,99.96371,100.0,100.0,100.0131,100.0,100.0038,99.95445,100.0043,99.98132,100.0,100.0002,100.0,100.0,100.0165,99.97576,99.96752,99.9918,99.9743,100.0,100.0,99.96104,100.0,99.96155,100.0,99.96392,100.0,100.0,100.0096,99.99277,100.0,100.0,100.0,100.0185,100.0,100.0,100.0128,99.99705,100.0,99.93143,100.0
2011.0,98.42988,105.9983,99.12769,96.66723,106.7217,100.2556,100.8932,100.7524,101.6767,93.1344,99.33944,95.36951,102.2884,103.2419,98.41245,101.2099,109.2691,100.2839,102.1521,102.2029,100.222,105.5056,98.54407,101.8161,100.0584,101.6564,98.89761,95.19929,99.18608,96.42332,99.1241,101.7767,98.90177,97.10793,97.02863,101.1054,100.399,99.81065,103.8097,99.21354,98.1644,100.3064,108.4235,94.6134,92.48652,102.3039,100.7257,97.06002,97.75772,98.4541,96.08283,97.38048,99.5562,100.1818,100.1831,100.2333,114.119,100.92,100.2631,99.86708,101.0688,100.3831,99.84149,100.5638,101.7524,97.3889,99.24092,99.65053,100.647,102.0708,97.24082,104.9664,99.05532,101.2911,100.8186,99.7324,101.9762,96.75009,99.80575,99.65525,95.88223,99.40991,100.4201,104.1899,97.1914,102.0048,97.88313,100.3512,109.0694,98.03959,100.808,112.1915,102.3995,103.5748,99.80482,97.82236,105.1707,102.473,102.0025,98.88569,100.8862,105.2492,100.6911,98.92349,98.70597,97.80038,88.38009,99.94121,93.063,99.39034,102.068,94.86723,96.77814,70.80165,100.9861,99.31871,102.4387,97.82413,97.1534
2012.0,98.44691,122.9028,94.35194,100.7464,108.1458,98.39251,102.6951,98.48529,100.0981,95.71029,99.26438,96.98461,106.6572,92.16859,97.46366,100.643,104.9556,102.0187,108.0095,97.45398,96.45866,107.2342,103.8552,106.1924,97.37548,97.53806,95.24015,95.5491,96.38973,96.33347,103.9148,106.6164,99.07833,100.2916,102.8155,103.0666,97.97436,96.99884,105.8652,96.01703,94.80158,104.0934,110.3287,85.05231,89.01142,99.45621,97.49313,97.71063,99.27268,98.46944,98.33399,94.97208,96.58633,96.54073,95.49682,95.64201,126.7564,99.82967,95.40611,97.75809,99.61749,101.0437,99.30342,104.0366,99.64467,100.1856,102.0852,95.39292,98.79912,98.80482,94.9646,110.0856,96.0683,103.4225,100.0249,95.24537,107.5957,78.52994,99.50926,109.628,97.43084,96.6917,99.51721,107.7057,100.0283,103.2529,105.2251,105.0557,128.2636,94.89684,99.27799,110.273,96.22389,104.402,96.06973,100.5494,110.0623,111.1358,118.1626,100.5387,100.1099,104.5373,96.55059,99.33581,107.3176,96.38545,91.43264,99.83498,103.5955,101.4565,104.8047,96.86764,99.75924,84.98665,108.237,99.98161,103.2716,91.67473,99.7163
2013.0,96.66721,127.3519,96.02011,99.92029,102.4442,100.4972,100.6306,100.1513,100.733,97.7212,99.00879,95.40446,112.273,86.56342,105.1725,96.902,103.2036,100.387,114.7426,100.7705,98.92271,107.8165,99.60606,110.5048,96.4746,95.67226,97.57486,94.5232,97.07872,93.5486,101.767,112.2621,99.86532,101.3822,97.01963,105.4144,99.68834,98.95187,105.6251,97.30113,96.15017,102.5594,107.1354,84.98367,81.62125,102.6765,96.46814,96.45564,99.57725,96.80857,100.695,95.89667,95.60664,92.86904,94.40069,97.40963,123.1493,104.0345,101.3098,99.47909,79.33102,100.4208,103.5288,104.4603,99.08553,100.5722,101.7474,85.59895,100.5519,98.47982,96.32343,106.7524,101.5287,105.8702,102.2263,97.15102,106.3076,65.30621,99.47182,115.9822,97.22681,99.73167,97.92166,109.9783,102.2197,100.6897,103.8348,108.3535,126.9679,95.46904,99.27523,115.3258,100.7263,106.3212,95.38923,103.056,112.022,118.4011,126.8078,99.91921,101.4216,105.5802,98.50845,104.5965,111.0881,93.49507,90.29115,99.89928,104.3727,97.91777,111.0945,96.95372,98.5866,83.22487,114.1498,99.57309,102.7318,81.22625,102.9727
2014.0,97.25984,119.9905,100.1126,99.80271,97.6703,101.8264,104.4004,99.91257,100.0686,99.32142,99.00246,96.35216,120.0941,84.28828,119.918,91.25231,104.2259,90.53552,117.2266,101.268,99.71731,109.1892,94.86373,106.3134,94.87019,90.38586,98.23173,94.22286,97.9126,91.64026,102.8793,113.7798,93.72498,104.8613,104.2179,104.3795,99.14213,100.4556,103.8213,97.32738,100.3163,109.5735,106.263,66.43303,73.81013,106.1348,94.86783,93.63296,99.07601,97.36953,104.4745,95.08959,91.94144,86.90788,96.07785,96.60947,91.35332,111.1859,102.3625,99.33241,74.66594,99.70486,109.3658,106.7041,96.30184,102.8961,104.0624,80.15642,100.7787,99.84435,96.72043,102.6343,100.652,104.7524,101.7036,96.61511,100.5932,70.58119,98.97512,119.9365,97.32265,100.2284,93.23968,112.8726,104.1998,107.6192,101.7689,107.755,122.7415,95.95365,98.46678,117.5184,101.5652,97.15558,97.1047,105.4462,111.8559,124.429,131.4408,99.4018,101.4245,100.0528,98.83832,101.3454,117.5257,93.43719,85.52271,98.76383,106.0195,76.66953,106.7706,98.93644,97.71875,128.9495,117.5362,99.62506,101.4247,76.2423,98.35654
2015.0,99.17118,152.8112,103.1195,108.8599,88.64621,98.3109,117.851,94.89478,97.0146,107.0451,102.2562,102.6111,137.6862,69.63514,112.9553,83.51058,110.4881,88.49651,127.9684,94.58973,93.54121,121.5165,77.5645,114.5933,88.79771,87.5594,92.52803,98.26554,94.21818,94.20074,96.50788,122.8624,84.01984,118.1448,117.1959,107.3526,93.70351,96.1051,105.5756,92.04007,93.65257,114.3572,98.35613,64.63336,73.35598,99.32231,89.56446,97.02024,105.4323,99.29749,113.2066,92.52521,87.97924,89.4312,103.8302,88.61968,96.3972,114.0296,102.2059,93.87906,69.70396,102.3058,109.8814,112.3237,91.9477,106.876,108.153,76.33025,97.08878,98.28579,96.37336,99.12491,90.87582,107.776,98.05824,89.86542,107.8,79.57006,90.88463,115.2625,101.9921,95.59378,84.27164,104.9763,110.989,116.6044,101.1541,113.9921,127.9353,90.97958,95.42292,114.8063,97.84551,80.0519,104.7353,116.7443,109.8581,127.3841,142.6136,96.15748,97.52798,92.87292,93.27585,102.8533,132.4887,97.3773,83.51562,100.1108,100.9067,71.40766,107.4654,109.3178,103.0715,310.0647,121.8786,101.8891,103.5428,74.24168,86.64123
2016.0,101.323,133.9746,102.4979,110.5892,89.58999,99.77891,119.3609,97.71712,97.15708,110.2116,101.3292,104.3828,143.3226,73.09308,119.4407,82.26531,108.2495,89.98332,122.9916,95.91225,95.6371,118.2498,74.63809,113.7931,88.8142,89.8801,94.00916,101.8356,95.4734,93.77377,95.53611,118.7727,82.37538,121.2441,109.1987,104.4567,94.3274,97.22425,110.0848,92.92699,95.75203,102.4405,99.34267,74.17578,88.94701,101.7335,89.74179,99.15205,107.2771,101.4092,117.5381,92.91118,88.56496,93.36405,105.1541,89.54911,98.67721,128.3183,103.8968,94.59183,79.04087,102.4679,108.6572,116.0112,88.06175,104.9594,104.2108,71.45209,98.10101,99.50877,98.34208,101.4913,79.27772,104.5349,98.29976,91.42352,108.7261,68.34747,87.25811,108.8069,102.1032,96.80322,84.81792,105.8543,110.3464,120.1635,100.0787,109.9315,121.158,87.36069,96.72251,110.8311,96.11709,78.57659,105.8106,121.8377,109.3506,127.8598,129.65,91.8091,97.86606,93.49544,95.39425,99.58497,131.3479,92.26624,81.95917,100.0314,96.05448,71.04026,108.4667,113.5312,104.1763,740.6475,123.5748,102.3641,104.3708,69.00218,85.54039
2017.0,100.8771,143.335,100.1938,110.9732,92.62615,100.8435,129.6741,99.08024,98.54277,110.128,100.7125,102.6292,140.1179,79.51752,124.3184,83.5549,106.0987,93.34819,119.2922,95.27734,96.53089,104.0724,77.49542,108.5307,88.80255,93.82705,94.79171,102.6097,95.95669,90.87801,97.83438,115.8128,87.44741,117.6472,73.01784,104.4335,95.49334,96.6691,111.9568,93.3686,97.68812,97.36379,97.75451,73.11311,90.42181,102.2947,90.29918,97.78594,107.0395,101.0096,117.3134,93.65928,90.41124,94.87737,109.9571,89.82821,97.59034,143.6707,108.8077,95.27229,75.14383,100.9862,112.1058,116.5766,92.65778,103.192,98.28409,78.88923,98.91728,99.9329,97.98519,112.1154,81.30592,104.4657,98.62431,92.42474,101.2365,71.32568,85.6772,98.92979,98.33474,97.48958,85.69089,107.3777,106.9158,122.6057,103.2031,104.7715,122.3342,90.54753,96.809,109.9388,94.80903,92.42703,109.5726,119.6724,107.9644,126.3571,112.2848,90.57209,97.72095,92.67254,94.67039,102.9545,127.9717,83.99165,73.381,105.5089,93.60213,74.72493,115.0105,113.1284,104.162,2321.832,123.6635,102.0585,103.3218,78.50922,94.51077
2018.0,100.6902,117.1449,100.4792,107.9045,88.61265,102.7725,118.3073,101.4934,101.7636,109.3084,100.4946,99.89993,143.2563,70.96893,127.9321,82.94793,102.9081,94.18686,120.7112,97.60353,97.91979,118.2124,77.59021,105.7422,90.06554,98.1333,97.01353,101.8457,96.79881,87.84474,93.27726,116.659,81.971,114.3943,81.03627,102.3135,97.47038,98.64384,112.6965,95.38938,103.1496,99.08462,98.19129,66.99907,89.11075,104.3947,90.8124,95.42594,104.6079,100.8362,115.1585,95.01464,89.91622,89.14395,104.9932,90.75917,91.19651,139.9211,106.261,96.8016,74.35102,96.96863,112.9487,113.2593,85.53621,102.3589,101.9656,80.54895,100.3336,102.8355,99.09293,122.3613,81.23717,102.1236,99.79954,93.84555,100.4367,76.76171,89.24979,107.0616,95.57452,99.39872,85.85832,102.8706,103.0372,107.7163,101.2634,101.8259,120.8558,91.90203,97.80361,113.5148,97.18706,84.49266,104.7459,119.8735,107.147,126.5391,101.7253,94.66141,99.89907,88.62011,96.24079,105.8501,126.3133,78.69999,62.55207,104.2171,90.04733,79.52741,116.7491,111.8605,103.9233,5044.84,122.0368,101.2295,104.382,79.84427,88.44308
2019.0,102.2866,104.3492,,,84.68222,,,,102.2792,,,,,69.52613,,82.40019,104.0051,89.31527,120.0864,,,,72.66331,,,98.38525,,,95.32105,,,116.8179,82.64777,116.7047,95.63181,102.6866,,,,,,98.74517,,,,,,,,102.3051,119.9333,94.63342,88.82001,92.90356,106.9544,,,,109.7478,,76.54014,,107.8986,115.3654,83.35355,,,,,,99.87502,,84.22877,102.6196,,,104.9799,,88.05966,121.287,,,83.54014,,103.4184,97.06897,103.4813,106.7215,,90.68912,,,96.71641,86.92786,106.5074,120.3487,107.5318,,,101.3339,,85.27709,,111.9301,,,61.52872,103.2169,,,,115.0025,,,126.3032,102.3484,,77.20321,
2020.0,103.0613,106.7934,,,83.71611,,,,105.154,,,,,55.09612,,81.57254,107.8879,81.95029,122.4158,,,,66.58116,,,98.9279,,,96.29433,,,118.6353,77.81062,118.2338,105.4471,101.1976,,,,,,98.74902,,,,,,,,103.0355,119.397,98.94748,85.2755,91.37522,107.3594,,,,111.9,,77.2158,,105.6377,114.4238,74.90671,,,,,,100.3281,,77.62498,101.0169,,,108.84,,84.70737,116.68,,,78.18171,,101.4202,97.57361,101.8741,112.9747,,91.37122,,,98.06994,79.74061,106.6085,122.763,104.7292,,,95.31226,,87.17558,,108.9238,,,55.45089,106.6884,,,,116.4661,,,129.2157,102.2414,,69.39605,
2021.0,101.4986,111.2037,,,88.72209,,,,106.5715,,,,,53.20318,,85.41845,105.1196,84.52532,126.2656,,,,63.93014,,,103.5519,,,95.54747,,,121.4159,75.82253,112.5505,106.4312,102.2413,,,,,,102.5113,,,,,,,,101.5206,114.0008,101.0504,85.65024,89.97118,107.0403,,,,114.6712,,70.51735,,105.8436,113.264,75.27107,,,,,,100.6795,,82.02316,102.1976,,,107.7375,,83.75743,112.0661,,,83.20779,,99.62398,100.1435,89.98045,113.9268,,90.91685,,,98.93815,78.44339,106.1027,120.117,104.5625,,,95.74681,,89.64573,,102.8579,,,49.63438,109.1382,,,,113.928,,,126.5272,101.6945,,76.08357,
2022.0,105.6526,132.7498,,,88.80432,,,,111.629,,,,,59.80853,,85.40841,105.3674,81.78933,126.2445,,,,60.70087,,,113.4094,,,94.04676,,,121.6276,85.89867,115.6471,104.2965,105.743,,,,,,101.9919,,,,,,,,105.5672,118.0885,101.9298,81.26004,92.85217,108.769,,,,116.3552,,60.9019,,100.7577,117.0602,82.67776,,,,,,97.24459,,87.68865,105.8329,,,110.0159,,83.30037,125.454,,,80.99574,,103.4807,97.65545,97.34007,112.5171,,91.42059,,,102.4376,101.0619,108.1004,125.862,110.9188,,,102.6116,,84.30833,,102.2386,,,45.15769,108.0844,,,,124.4538,,,131.3445,105.5908,,74.91094,
2023.0,106.1223,134.4096,,,88.71426,,,,117.776,,,,,62.42219,,82.38058,108.2252,89.8848,116.795,,,,63.64439,,,124.6243,,,94.65066,,,114.0181,79.66195,114.3448,83.84842,101.6491,,,,,,105.0357,,,,,,,,106.2768,121.0575,104.1804,94.35934,93.40068,107.5192,,,,106.098,,57.95233,,102.6118,118.3297,88.55176,,,,,,97.50318,,102.1047,100.9228,,,104.5961,,81.55741,109.3589,,,73.82582,,104.0386,92.70283,103.2921,116.1782,,102.0352,,,107.7922,81.77045,107.0792,126.0876,118.3115,,,90.75112,,82.25842,,103.6989,,,46.89575,105.3589,,,,125.6711,,,131.9029,104.284,,68.22627,
